,sensor_id,lat,lon
0,739,42.69400000007674,23.33679688468491
1,753,42.626000000015004,23.37800000002091
2,787,42.70799999991248,23.311999999945392
3,797,42.7048948469305,23.311999999965945
4,1018,42.64300000009547,23.40899999998673
5,1019,42.6438044280444,23.41060885608861
6,1020,42.64723611174045,23.270000000016605
7,1022,42.63717329970502,23.331999999958636
8,1100,42.67199999991559,23.287999999982514
9,1102,42.65483301504403,23.37600000007218
10,1114,42.58000000006209,23.350833622003385
11,1304,42.6731515280069,23.353151527951706
12,1471,42.64400000009714,23.336847797513688
13,1763,42.622000000102055,23.365999999952695
14,1953,42.703999999977185,23.354000000019376
15,1961,42.68999999995465,23.324000000017815
16,2035,42.65699999989983,23.348999999955304
17,2037,42.6940000000056,23.320000000005177
18,2039,42.68599999995101,23.35084784637946
19,2215,42.66399999994266,23.37288837866755
20,2223,42.651057116163614,23.335057116264217
21,2227,42.693000000000005,23.333
22,2229,42.69199999995453,23.331999999990437
23,2231,42.685000000043274,23.300999999983084
24,2233,42.685007212123686,23.356000000019808
25,2261,42.69113113027454,23.323131130258414
26,2263,42.67119160245946,23.310000000047864
27,2291,42.663164187116585,23.27316418719834
28,2293,42.64494276775233,23.264942767695153
29,2322,42.6859999999581,23.399999999988175
30,2442,42.62200000000235,23.33199999999904
31,2606,42.660000000037414,23.318999999962248
32,2888,42.70799999989224,23.282850232323298
33,3091,42.665964236949065,23.284047684154135
34,3095,42.70000000013143,23.359999999989597
35,3101,42.665177853963975,23.3919999999929
36,3191,42.69515120569434,23.337151205550402
37,3295,42.67100000000015,23.32499999999989
38,3325,42.622763944787046,23.33600000000476
39,3327,42.67495338797392,23.3559999999809
40,3427,42.62399999988742,23.405999999968547
41,3431,42.71099999999862,23.4189999999947
42,3435,42.69315906895084,23.35915906901261
43,3473,42.67999999994043,23.29280278210459
44,3499,42.70317444253555,23.34882555744659
45,3511,42.68293354807129,23.33493354790759
46,3619,42.67800000010456,23.254000000076804
47,3633,42.71800000015762,23.269999999970004
48,3641,42.6939936077772,23.359989291343783
49,3759,42.68599999992933,23.251148506642107
50,3831,42.66200000000989,23.288857539752364
51,3835,42.701999999810965,23.37115843181613
52,3837,42.660000000051355,23.31400000000351
53,3967,42.64722391506009,23.379345347676214
54,3981,42.65400000008112,23.33000000005037
55,4178,42.64921904341289,23.34800000008333
56,4357,42.70315562429289,23.373155624353796
57,4414,42.66915336093064,23.398846639129374
58,4466,42.66487995646053,23.277999999953277
59,4468,42.66516473382441,23.292835266246176
60,4470,42.69799999993069,23.291138961869077
61,4472,42.62515038178073,23.320849618260603
62,4474,42.654000000082085,23.3160000000692
63,4476,42.62884292565387,23.30084292572593
64,4478,42.67500000003176,23.239999999992126
65,4557,42.70599999999644,23.37999999992495
66,4607,42.707999999884024,23.30800000009668
67,4616,42.703999999925244,23.384000000045894
68,4620,42.688000000005566,23.318000000002606
69,4622,42.664999999994144,23.27799999999767
70,4624,42.68499999995494,23.35399999997667
71,4660,42.68919544409884,23.306804555954805
72,4798,42.58999999993902,23.395999999993492
73,4800,42.651000000008736,23.393000000004054
74,5028,42.74699999997589,23.270000000015703
75,5123,42.645000000016914,23.280999999971748
76,5229,42.66999999994077,23.328837721406284
77,5293,42.69400000008708,23.34085293322926
78,5295,42.72084725210078,23.336000000049598
79,5297,42.66882818129274,23.2491718185903
80,5299,42.67083941471812,23.257999999958567
81,5325,42.70600000005531,23.322000000051116
82,5353,42.66900000009074,23.23099999997127
83,5377,42.67515496894851,23.254845030869454
84,5379,42.679999999883435,23.310844751466867
85,5471,42.68484840881633,23.351151591023484
86,5499,42.699092208251116,23.3049077918174
87,5513,42.68085281609593,23.288000000036163
88,5527,42.66799999981257,23.289154767453315
89,5545,42.64800000004113,23.371162962217202
90,5549,42.716831180618264,23.256000000044438
91,5563,42.703999999935085,23.303014298363404
92,5565,42.66000000010333,23.274000000105147
93,5628,42.633000155157234,23.29700015508908
94,5662,42.691999999858815,23.36400000004065
95,5690,42.67999999988121,23.364000000040345
96,5708,42.6859999999458,23.305999999954935
97,5776,42.66799999993518,23.345999999941576
98,5807,42.6788362071186,23.311999999940348
99,5865,42.72599999986474,23.294000000090797
100,5878,42.63915949611624,23.36915949601506
101,5888,42.66399999993919,23.371156273389218
102,5906,42.67912906588318,23.328870933844126
103,5912,42.684684396071006,23.355315603899474
104,5916,42.65600000011817,23.300999999979734
105,6023,42.65483544153955,23.29683544143675
106,6025,42.70500000000531,23.301000000002706
107,6029,42.682000000027195,23.37600000008163
108,6035,42.68800000005787,23.343307320814343
109,6037,42.600668807932834,23.470668807895276
110,6039,42.65199999984654,23.379999999923488
111,6041,42.651999999827616,23.331999999996924
112,6043,42.660940549592915,23.276940549612057
113,6087,42.686999999960065,23.354000000027682
114,6089,42.6600000001002,23.315157043765133
115,6095,42.69799999993721,23.298848401929064
116,6127,42.672806320338985,23.256000000044125
117,6131,42.692849307515914,23.27799999995231
118,6133,42.67800000010337,23.364000000037908
119,6135,42.66600000011728,23.352999999998545
120,6139,42.66399999992507,23.283999999986573
121,6149,42.67084615757924,23.31884615755334
122,6187,42.651999999835624,23.33799999998927
123,6189,42.70800000002337,23.404000000052104
124,6191,42.69400000008302,23.28917407515421
125,6195,42.63080635893306,23.382000000079447
126,6197,42.622000000183206,23.327145208674317
127,6203,42.60116325090804,23.46883674900901
128,6223,42.725999999847105,23.341149250519432
129,6227,42.695160325949736,23.280839674102918
130,6342,42.69884597758194,23.298000000011065
131,6344,42.6668442919081,23.264000000000106
132,6348,42.64800000004069,23.405999999965335
133,6350,42.678000000071435,23.29999999994016
134,6384,42.69000000013791,23.310878348025437
135,6388,42.65483308850467,23.359999999968764
136,6390,42.67200000006676,23.32400000002069
137,6392,42.673152956011826,23.281152955849045
138,6394,42.58884504204596,23.357154957871767
139,6416,42.689158525996866,23.26515852590833
140,6418,42.73691915396769,23.271999999966546
141,6422,42.707178496215185,23.288000000062574
142,6424,42.6428425954134,23.38400000003163
143,6426,42.662999999974375,23.306999999986278
144,6430,42.7710000000585,23.24600000003052
145,6432,42.689157036080786,23.25999999988342
146,6434,42.69400000009115,23.277153810411896
147,6463,42.69484472250548,23.281999999996582
148,6465,42.69000000015805,23.364000000040296
149,6525,42.69289807375877,23.283999999986396
150,6527,42.66399999992808,23.255197730271984
151,6529,42.68884666563423,23.36599999999231
152,6533,42.698788211110156,23.33199999996579
153,6584,42.67599999997892,23.320999999996392
154,6586,42.686000000067665,23.36258143415095
155,6628,42.67200000005456,23.33517989979126
156,6673,42.5800000000629,23.421158092811748
157,6675,42.59399999980686,23.411999999971773
158,6677,42.734000000118215,23.307173320252563
159,6679,42.66399999991724,23.346841229448803
160,6681,42.70283609783255,23.277999999954204
161,6693,42.627999999795804,23.379152949250987
162,6697,42.61100000002549,23.3440000000254
163,6731,42.674847110749994,23.25600000004578
164,6771,42.657999999877475,23.37915249355405
165,6781,42.66999999993676,23.283999999986314
166,6805,42.685999999991985,23.346999999987407
167,6832,42.654846338357125,23.37799999997362
168,6850,42.72885014821036,23.296850148055867
169,6898,42.6160000001672,23.350000000025705
170,6906,42.68399999992373,23.405999999969687
171,6931,42.648904981430924,23.22890498126127
172,6933,42.72499999999032,23.30600000000256
173,6937,42.70684539905523,23.372000000025285
174,6967,42.64304389208441,23.270000000016932
175,7021,42.663999999917664,23.405153782384367
176,7110,42.64915361171267,23.385153611439453
177,7169,42.656000000193735,23.311999999939697
178,7181,42.72400000017073,23.297160402428222
179,7251,42.669999999951024,23.26900000003248
180,7257,42.67392662076412,23.327816908097752
181,7334,42.632000000157056,23.37799999999434
182,7336,42.65100000004508,23.33000000002555
183,7450,42.68800000006554,23.359999999981373
184,7473,42.572844834271,23.425999999979176
185,7581,42.68084799924896,23.289152000611907
186,7585,42.645999999970115,23.29122422411291
187,7611,42.68600000001792,23.270842390934057
188,7623,42.69729608138539,23.335296081385664
189,7641,42.657999999877326,23.27600000002278
190,7671,42.648999999983,23.314000000009614
191,7723,42.702811691086936,23.333999999925272
192,7743,42.705618732513194,23.327999999984723
193,7745,42.747125688693615,23.277999999962102
194,7751,42.63200000014167,23.3779999999752
195,7767,42.626000000095,23.381172573810176
196,7769,42.65400000000029,23.25299999999765
197,7775,42.66884720803908,23.345999999927486
198,7833,42.69683036561812,23.35316963439315
199,7835,42.65884583445396,23.29800000000661
200,7837,42.69300000000711,23.298999999999182
201,7839,42.633999999830465,23.410847928481733
202,7917,42.624848154623834,23.38515184525413
203,7963,42.62300000000436,23.325999999964445
204,7979,42.735999999858564,23.297174509425222
205,8048,42.65899999998708,23.460999999969523
206,8058,42.66884154426069,23.39515845564767
207,8074,42.67684322679375,23.372843226792373
208,8076,42.67735021788149,23.2760000000244
209,8084,42.677201964877106,23.36520196478626
210,8279,42.646412646184565,23.38056836962196
211,8281,42.69284730014245,23.33800000001621
212,8291,42.72399999996041,23.30713574680647
213,8297,42.77716317058657,23.242000000042008
214,8310,42.66799999998516,23.34399999999627
215,8369,42.68113617313575,23.271136173222743
216,8433,42.6600000000236,23.241181775703872
217,8482,42.66799999981462,23.312847764600203
218,8542,42.65800000003918,23.37999999999747
219,8648,42.70900000001535,23.314000000011433
220,8673,42.606999999999985,23.387
221,8753,42.618833749757236,23.365999999946133
222,8755,42.66999999993692,23.22715322926484
223,8919,42.64497308237478,23.27400000005882
224,8974,42.59999999985722,23.475999999900484
225,8995,42.668000000024854,23.344000000022085
226,9001,42.72800000007566,23.25600000004558
227,9202,42.65314267802067,23.262000000069083
228,9228,42.64311528351093,23.283999999987042
229,9230,42.71100000000661,23.317999999999333
230,9234,42.716000000014226,23.218000000000313
231,9260,42.72599999984684,23.251999999992982
232,9266,42.64599999993825,23.33199999996157
233,9276,42.678872727606795,23.244872727706944
234,9284,42.70724264040315,23.277242640380322
235,9290,42.64599999996525,23.383000000008398
236,9336,42.69474077223276,23.297377758728253
237,9459,42.66399999991806,23.240855664206702
238,9461,42.660000000100574,23.262840412104662
239,9489,42.73400000010836,23.288000000041638
240,9675,42.656000000188314,23.29199999995277
241,9689,42.61400000004768,23.339999999943497
242,9720,42.64400000011659,23.3659999999922
243,9773,42.67084351728641,23.316843517146044
244,9866,42.68515820957073,23.24115820963981
245,9920,42.637112220578445,23.37600000007297
246,10001,42.669962076741186,23.26807437362918
247,10003,42.65500000001427,23.382999999944598
248,10005,42.62600000011824,23.381151571945384
249,10021,42.71200000003742,23.36999999999581
250,10074,42.679999999885844,23.28715554322783
251,10076,42.619060661463784,23.359999999962486
252,10096,42.66199999978068,23.465143557825638
253,10098,42.656000000188264,23.373999999924504
254,10126,42.60800000000727,23.36200000005841
255,10158,42.697999999922864,23.228000000040737
256,10238,42.64599999993154,23.344875766788547
257,10260,42.6068439532097,23.388843953331094
258,10289,42.69799999991306,23.342000000056256
259,10349,42.65600000018196,23.38883813758964
260,10412,42.60199999996053,23.38599999997091
261,10461,42.65600000017135,23.373153052962582
262,10483,42.60919324092213,23.362000000073483
263,10487,42.697000000052995,23.331999999982347
264,10575,42.669256793817546,23.27474320622317
265,10607,42.652834909443776,23.367999999898252
266,10615,42.683150115660446,23.288000000031168
267,10651,42.74199999985314,23.265999999914012
268,10687,42.68800000007014,23.29885246221566
269,10705,42.6551513692173,23.336000000050266
270,10715,42.620000000096866,23.315160387248643
271,10731,42.685159297720965,23.243159297785656
272,10797,42.67399999997477,23.288999999992924
273,10819,42.60599999988777,23.356000000013868
274,10821,42.61799999986419,23.32278739290313
275,10839,42.70600000006392,23.328000000067373
276,10943,42.656838403332074,23.370000000077393
277,10945,42.64800000004097,23.367999999898558
278,10953,42.676000000009154,23.26515138247267
279,10987,42.672000000077574,23.230000000019736
280,11044,42.7140122342199,23.271172871596935
281,11052,42.66520619407003,23.381206194079972
282,11070,42.68099610046723,23.296007254190137
283,11072,42.66690785473389,23.40002959131035
284,11074,42.73191915691117,23.31089497605449
285,11076,42.626000000114246,23.379999999916127
286,11096,42.64800000004116,23.258864174635818
287,11098,42.65000000013643,23.364000000038132
288,11123,42.69284387610462,23.311999999939406
289,11193,42.771254406459676,23.360745593547986
290,11332,42.665148667361514,23.29885133278086
291,11334,42.620000000097036,23.37315938816987
292,11336,42.67682075558246,23.331999999988486
293,11338,42.6840000001458,23.2519999999924
294,11346,42.72115577421139,23.257999999980285
295,11350,42.697999999930374,23.342000000017396
296,11352,42.779000000077374,23.243999999957143
297,11354,42.76999999977989,23.41084646940652
298,11414,42.71483120904848,23.243999999954834
299,11416,42.69084005582525,23.329159944122175
300,11467,42.76200000008621,23.43084301339678
301,11560,42.677000000036614,23.26399999997846
302,11562,42.69600000022966,23.34399999999484
303,11578,42.68399999995496,23.24600000001907
304,11606,42.706950053064595,23.351999999962842
305,11673,42.70314043589978,23.351999999965788
306,11675,42.76884500787315,23.40484500771558
307,11681,42.63999999987996,23.309150510053747
308,11691,42.67200000008279,23.353142932098976
309,11749,42.655039717444346,23.236000000025566
310,11803,42.681999999999974,23.332000000000022
311,11805,42.60199999995862,23.48199999992584
312,11807,42.63999999986204,23.38084376431208
313,11831,42.685999999936946,23.298843217873063
314,11833,42.707152907520495,23.362847092498413
315,11877,42.67599999997961,23.26735635584657
316,11939,42.70115316037681,23.28199999999143
317,11941,42.70000000010194,23.34070724853697
318,11968,42.69799999990298,23.316859578279306
319,11970,42.682000000027074,23.294000000081443
320,12076,42.68146523804562,23.290465373100467
321,12100,42.677151840425594,23.33399999989597
322,12108,42.68524364681431,23.358000000006797
323,12194,42.67284045582619,23.29999999991458
324,12210,42.6571677995141,23.298832200527006
325,12216,42.74000000013349,23.34086428310772
326,12218,42.646000000029254,23.34400000003154
327,12346,42.70922822443135,23.35800000000725
328,12399,42.6831202912822,23.26087970881335
329,12474,42.62399999988151,23.33399999989652
330,12527,42.62684679296954,23.379999999914194
331,12625,42.683339398101616,23.371999999977398
332,12774,42.629999999909764,23.38276532106545
333,12784,42.68085234891154,23.259999999880332
334,12790,42.67800000009341,23.309151961682698
335,12792,42.68314524653861,23.25999999989245
336,12794,42.66600000014159,23.296000000062545
337,12802,42.70084178688997,23.27715821311642
338,13026,42.679999999885815,23.324843249869765
339,13028,42.66115391424303,23.401153914239647
340,13032,42.63200000012427,23.29885134434704
341,13040,42.728878900129004,23.2888789000198
342,13208,42.678000000098955,23.332825146391396
343,13390,42.75084366985522,23.219156330260017
344,13398,42.67482628115256,23.259173718695163
345,13820,42.678000000103445,23.294000000074632
346,13963,42.65199999982888,23.314846232228458
347,14066,42.68484680137319,23.35000000001191
348,14068,42.675006509531926,23.329006509584275
349,14070,42.665152862874955,23.283152862785144
350,14262,42.68899999999999,23.261
351,14392,42.67717511948429,23.37199999997577
352,14621,42.71512356546019,23.290000000031906
353,14845,42.68721040095455,23.330789599005442
354,15049,42.724000000172055,23.249158605242986
355,15055,42.67399999989344,23.283999999986495
356,15476,42.70115683860502,23.29600000006251
357,16450,42.707999999889616,23.31000000004815
358,16462,42.73599999982966,23.29281732119269
359,16792,42.661197627738304,23.349197627795654
360,17674,42.692000000022524,23.361999999984498
361,17706,42.61199999998243,23.3892214702583
362,17834,42.63200000013252,23.365999999952642
363,17836,42.620760795540065,23.369239204517235
364,17872,42.69799999992741,23.34720039592383
365,17874,42.620776492714164,23.33799999998939
366,18136,42.63124740435907,23.297247404271484
367,18166,42.68875940613406,23.4047594062178
368,18344,42.666253957391845,23.29225395737889
369,18413,42.70799999999808,23.280999999996165
370,18606,42.67799999998241,23.360000000009045
371,18789,42.6499999999718,23.385270819570724
372,18877,42.707268153887135,23.377268153968494
373,19066,42.64886054131284,23.312596892599473
374,19068,42.58399999991261,23.34673299872188
375,19072,42.69799999993619,23.343274475165117
376,19243,42.627272110023654,23.30327210972182
377,19295,42.700000000075846,23.341999999977457
378,19351,42.62999999996222,23.332000000019615
379,19511,42.686999999955496,23.31300000001338
